COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Johnson,SH0174 R,49.81,82.06,2.28,17694.74,700.07
Johnson,US0067 A,99.0,100.0,2.72,1088.0,2772.0
Johnson,US0067 K,90.76,93.89,3.46,12545.5,3293.36
Johnson,US0067 L,97.22,97.34,3.9,6356.6,3069.54
Johnson,US0067 R,79.55,79.75,3.72,6881.16,3111.98
Johnson,US0067 X,92.07,92.07,2.98,2396.2,2647.8
Johnson,US0287 L,68.74,91.86,2.6,12429.88,1208.79
Johnson,US0287 R,67.39,90.41,2.71,12233.34,1018.39
Jones,FM1082 K,21.0,100.0,1.2,476.0,376.0
Jones,US0083 X,100.0,100.0,3.09,1799.0,297.83
Karnes,US0181 L,73.0,100.0,2.73,8142.5,1707.5
Karnes,US0181 R,69.0,100.0,2.66,8142.5,1707.5
Kaufman,BS0034AK,84.0,100.0,2.9,3312.0,
Kaufman,BS0034AR,,100.0,,3931.0,
Kaufman,FM0148 K,22.47,99.98,1.09,11655.01,22.45
Kaufman,FM0548 K,24.17,88.67,1.81,23167.67,8210.6
Kaufman,FM0740 K,43.94,99.82,2.2,12419.88,14590.6
Kaufman,FM0741 K,94.59,99.99,3.53,5912.32,65.84
Kaufman,FM0741 L,98.23,98.5,3.48,3398.77,3515.98
Kaufman,FM0741 R,95.93,95.93,3.68,3398.49,3512.63
Kaufman,FM0986 K,21.09,80.97,1.65,6943.09,13566.42
Kaufman,IH0020 A,48.53,98.73,1.53,2542.56,1511.4
Kaufman,IH0020 L,81.26,88.7,3.22,13964.35,1433.05
Kaufman,IH0020 R,84.73,90.4,3.27,13541.21,1199.63
Kaufman,IH0020 X,0.0,100.0,0.0,130.56,663.0
Kaufman,SH0034 K,44.5,66.67,2.69,8145.51,10013.99
Kaufman,SH0034 L,54.33,75.66,2.5,6549.44,4551.98
Kaufman,SH0034 R,52.13,67.19,2.63,6475.16,4689.58
Kaufman,SH0198 K,90.23,95.03,3.32,16016.5,381.03
Kaufman,SH0205 K,5.68,24.68,1.55,8134.74,1996.44
Kaufman,SH0205 L,11.56,29.99,1.82,7974.47,797.54
Kaufman,SH0205 R,12.6,55.3,1.65,7968.08,781.96
Kaufman,SS0226 K,1.0,100.0,0.1,7857.0,
Kaufman,SS0557 L,71.56,85.3,2.86,13425.41,1056.89
Kaufman,SS0557 R,73.84,97.96,2.74,13456.42,1486.15
Kaufman,SS0557 X,39.1,63.07,1.93,818.87,1653.1
Kaufman,US0080 A,78.0,100.0,2.3,1130.0,370.0
Kaufman,US0080 L,62.66,90.31,2.64,10335.69,913.52
Kaufman,US0080 R,40.98,82.66,2.23,12393.28,1428.45
Kaufman,US0080 X,26.25,55.5,1.81,5552.75,600.5
Kaufman,US0175 A,67.74,76.85,2.76,2031.47,4741.87
Kaufman,US0175 K,92.92,100.0,3.44,7272.22,113.83
Kaufman,US0175 L,78.13,84.35,3.15,6456.46,1500.78
Kaufman,US0175 R,89.54,92.47,3.28,5420.23,2322.08
Kaufman,US0175 X,51.09,59.65,2.69,2543.54,5498.04
Kendall,IH0010 L,98.59,100.0,4.41,27880.53,399.18
Kendall,IH0010 R,100.0,100.0,3.77,28126.99,493.06
La Salle,FM0624 K,38.0,100.0,1.53,2453.0,
La Salle,IH0035 A,35.46,99.44,1.53,2180.26,
La Salle,IH0035 R,70.81,70.81,3.7,7550.61,5638.14
La Salle,IH0035 X,69.65,92.66,2.0,880.45,
La Salle,SH0097 K,1.0,78.0,0.3,7700.33,
Lamar,SH0019 K,34.78,45.57,2.76,5143.25,723.85
Lamar,SH0019 R,77.3,97.75,2.7,3704.54,2432.55
Lamar,US0082 K,100.0,100.0,3.55,23500.0,529.0
Lamar,US0082 L,65.66,78.4,3.2,8846.98,5522.38
Lamar,US0082 R,69.39,80.03,3.27,8938.88,5567.53
Lamar,US0271 K,41.45,73.09,2.3,14550.91,3233.55
Lamar,US0271 L,43.83,46.17,3.24,6190.86,796.98
Lamar,US0271 R,82.14,82.14,3.78,9965.0,783.71
Lamb,SL0430 K,71.14,100.0,2.26,715.98,0.04
Lampasas,FM2657 K,31.5,100.0,1.92,8852.25,285.25
Lampasas,US0190 K,78.85,100.0,3.06,14472.95,96.25
Leon,IH0045 L,64.4,69.3,3.79,11096.11,1585.13
Leon,IH0045 R,73.53,79.54,3.85,11130.38,1584.99
Leon,SH0075 K,71.48,100.0,2.53,3711.83,836.58
Leon,US0079 K,94.35,94.67,3.57,11544.24,1884.7
Leon,US0079 L,88.55,97.93,3.14,6480.96,770.63
Leon,US0079 R,96.76,100.0,3.7,6480.85,767.84
Liberty,BS0105TK,40.54,85.72,2.29,11072.14,12009.25
Liberty,FM0163 K,99.03,100.0,3.44,1688.11,497.22
Liberty,FM1960 K,,,3.63,6951.0,1818.0
Liberty,IH0069 L,99.64,100.0,3.4,27374.19,991.6
Liberty,IH0069 R,92.43,92.43,3.8,27255.24,1339.95
Liberty,IH0069 X,100.0,100.0,4.0,2649.79,152.9
Liberty,SH0105 K,74.16,97.35,2.84,8216.42,3911.67
Liberty,SH0146 K,50.14,76.18,2.64,7739.48,3514.99
Liberty,SH0146 L,9.0,47.33,1.38,4662.0,100.17
Liberty,SH0146 R,27.32,93.46,1.88,4661.83,99.32
Liberty,SH0321 K,22.55,100.0,1.14,17794.0,15.73
Liberty,SH0321 R,26.61,46.01,2.2,4943.01,692.31
Liberty,SL0573 K,10.0,16.0,2.5,8600.0,0.0
Liberty,SL0573 L,63.31,67.97,2.99,2878.47,98.0
Liberty,SL0573 R,44.71,52.24,2.66,2985.33,291.21
Liberty,US0059 A,100.0,100.0,4.17,254.0,17.48
Liberty,US0059 L,74.1,92.99,2.89,13210.39,1424.74
Liberty,US0059 R,48.24,57.98,2.88,14351.76,1615.94
Liberty,US0090 K,69.03,78.72,3.16,15335.89,4876.06
Liberty,US0090 L,66.62,76.79,3.32,8468.52,1737.28
Liberty,US0090 R,73.43,77.22,3.4,6868.72,1571.59
Limestone,SL0442 K,67.2,86.93,1.96,406.95,461.14
Lipscomb,FM2741 K,38.07,78.98,1.8,827.43,673.75
Live Oak,US0059 L,,,3.51,3597.0,
Lubbock,BU0087GK,100.0,100.0,3.3,3400.0,487.0
Lubbock,FM0179 K,67.25,100.0,2.33,2901.75,1244.75
Lubbock,FM0835 K,44.65,66.66,3.0,3021.83,63.81
Lubbock,FM2255 K,81.16,99.63,3.06,23108.92,3031.39
Lubbock,IH0027 A,84.67,97.3,2.93,3884.55,528.09
Lubbock,IH0027 L,74.7,76.28,3.5,11883.91,521.36
Lubbock,IH0027 R,76.0,77.23,3.53,11875.37,521.35
Lubbock,IH0027 X,76.6,91.41,2.9,6221.2,773.93
Lubbock,SH0114 K,78.67,100.0,2.95,24569.57,106.48
Lubbock,SH0114 L,85.55,95.95,3.05,13911.04,129.26
Lubbock,SH0114 R,86.89,92.89,3.32,13755.37,125.82
Lubbock,SL0289 A,65.63,99.94,2.37,5361.53,15.84
Lubbock,SL0289 L,79.48,99.79,3.24,24131.95,25.07
Lubbock,SL0289 R,89.52,99.9,3.16,24131.18,25.09
Lubbock,SL0289 X,75.48,99.97,2.65,1188.1,13.41
Lubbock,SS0326 A,99.33,100.0,2.23,230.0,0.0
Lubbock,SS0326 L,62.44,84.96,2.59,3226.89,0.65
Lubbock,SS0326 R,81.89,98.99,2.75,3226.85,0.64
Lubbock,SS0327 A,90.0,100.0,3.0,9748.0,4.0
Lubbock,SS0327 L,84.91,99.99,2.95,5838.9,1.46
Lubbock,SS0327 R,79.9,96.66,3.08,8179.29,23.19
Lubbock,SS0327 X,30.71,100.0,1.05,2849.96,6.43
Lubbock,SS0331 K,45.0,100.0,2.15,2009.5,2.75
Lubbock,US0062 A,72.63,99.15,2.77,6069.74,140.43
Lubbock,US0062 K,78.0,100.0,2.8,7690.0,152.0
Lubbock,US0062 L,96.57,99.96,3.7,17781.63,113.57
Lubbock,US0062 R,98.07,99.22,3.98,18221.46,119.04
Lubbock,US0062 X,77.77,99.79,2.89,5186.56,112.75
Lubbock,US0082 A,75.02,97.52,2.91,5734.8,949.41
Lubbock,US0082 L,81.79,98.46,3.38,13156.34,827.52
Lubbock,US0082 R,84.29,97.22,3.46,13247.61,774.57
Lubbock,US0082 X,69.32,96.44,2.8,5806.12,737.43
Lubbock,US0084 A,64.9,100.0,1.7,93.9,257.12
Lubbock,US0087 A,71.0,100.0,2.7,6753.0,
Lubbock,US0087 L,91.08,100.0,3.42,6206.61,776.74
Lubbock,US0087 R,100.0,100.0,3.63,6206.61,776.74
Lubbock,US0087 X,98.5,100.0,3.2,6040.0,
Marion,SH0043 K,,,3.1,1115.0,439.0
Marion,US0059 K,100.0,100.0,3.77,8322.44,1335.63
Marion,US0059 L,95.48,95.48,4.23,3834.48,763.95
Marion,US0059 R,89.05,89.05,4.14,3834.53,765.92
Matagorda,BS0035HK,0.0,0.0,3.23,1335.29,
Matagorda,FM0521 K,,,2.24,2278.0,536.0
Matagorda,FM2031 K,,,2.61,822.0,202.0
Matagorda,SH0035 K,40.25,40.5,3.22,4200.0,143.0
Matagorda,SH0035 L,59.14,66.16,2.93,3814.29,199.34
Matagorda,SH0035 R,76.92,76.92,3.12,2023.08,150.31
Maverick,BU0277NK,17.25,100.0,1.0,11728.33,152.24
Maverick,FM3443 K,10.0,92.33,1.3,19648.0,90.0
Maverick,US0277 K,45.5,100.0,2.25,21656.5,0.0
Maverick,US0277 L,49.68,95.41,2.35,11255.21,769.38
Maverick,US0277 R,60.95,100.0,2.52,11189.0,748.74
Mcculloch,FM0714 K,1.0,1.0,0.1,1684.0,22.0
Mcculloch,US0190 L,1.0,13.67,0.32,2904.67,10.33
Mcculloch,US0190 R,1.0,2.33,0.31,2610.67,14.33
Mclennan,BU0077LA,35.55,70.43,1.56,1450.72,3352.11
Mclennan,BU0077LK,14.0,56.0,2.6,4836.5,378.5
Mclennan,BU0077LL,39.4,64.53,2.32,5234.18,3000.31
Mclennan,BU0077LR,47.28,65.98,2.54,5260.98,2779.1
Mclennan,BU0077LX,31.59,67.9,1.52,1364.5,3274.49
Mclennan,FM0185 K,,,2.95,8406.0,6895.0
Mclennan,FM0434 L,1.0,3.0,2.39,6193.0,564.0
Mclennan,FM0434 R,33.0,100.0,2.0,6193.0,564.0
Mclennan,FM1858 R,62.0,100.0,2.06,1196.0,32.0
